id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,is_default,is_fully_paid,income_category,loan_to_income_ratio,credit_age_years,credit_age_category,risk_category,issue_year,issue_month,issue_quarter,issue_season,int_rate_category
68526907,16000.0,, 60 months,17.97,406.04,D,D4,PROFESSIONAL SALES ASSOCIATE,< 1 year,MORTGAGE,109000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,NM,23.35,0.0,2002-04-01,,11.0,0.0,42469.0,87.6,33.0,w,0.0,0.0,17471.57,17471.57,16000.0,1471.57,2016-07-01,,,2016-07-01,0,0,Élevé,0.146788990825688,13.66735112936345,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68607141,17600.0,, 36 months,5.32,530.03,A,A1,NETWORK SECURITY SPECIALIST III,< 1 year,MORTGAGE,88000.0,Source Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,KS,26.59,0.0,2001-05-01,,20.0,0.0,12203.0,34.4,42.0,w,0.0,0.0,18305.08,18305.08,17600.0,705.08,2016-11-01,,,2018-08-01,0,0,Moyen,0.2,14.584531143052704,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68526883,15000.0,, 36 months,5.32,451.73,A,A1,DEPUTY SHERIFF,10+ years,MORTGAGE,44000.0,Source Verified,2015-12-01,Fully Paid,home_improvement,Home improvement,VA,15.34,0.0,2002-06-01,,7.0,0.0,17003.0,50.3,21.0,w,0.0,0.0,16280.5624758564,16280.56,15000.0,1257.97,2019-01-01,,,2019-01-01,0,0,Faible,0.3409090909090909,13.500342231348393,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
67715283,16000.0,, 36 months,12.88,538.18,C,C2,"OWNER, FEE APPRAISER",10+ years,MORTGAGE,65000.0,Not Verified,2015-12-01,Charged Off,small_business,Business,AL,18.96,0.0,1985-12-01,,7.0,1.0,5157.0,54.3,20.0,w,0.0,0.0,17396.63,17396.63,13833.12,3402.05,2018-11-01,,,2019-03-01,0,0,Moyen,0.2461538461538461,29.998631074606436,20+ ans,Risque moyen,2015,12,4,Hiver,10-15%
68341789,24250.0,, 60 months,24.24,701.01,F,F3,HVAC TECHNICIAN,4 years,MORTGAGE,75000.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,NY,20.84,0.0,2007-04-01,,18.0,0.0,24799.0,65.3,21.0,w,0.0,0.0,4124.42,4124.42,1332.69,2791.73,2016-07-01,,,2018-03-01,0,0,Moyen,0.3233333333333333,8.668035592060233,5-10 ans,Risque extrême,2015,12,4,Hiver,20-30%
68533595,12000.0,, 36 months,10.78,391.62,B,B4,PUBLIC AFFAIRS SPECIALIST,1 year,RENT,98000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,WA,24.04,0.0,2002-02-01,,15.0,1.0,20462.0,62.8,39.0,w,0.0,0.0,13349.6655894541,13349.67,12000.0,1349.67,2017-04-01,,,2017-06-01,0,0,Moyen,0.1224489795918367,13.828884325804244,10-20 ans,Risque modéré,2015,12,4,Hiver,10-15%
68415473,25000.0,, 60 months,13.99,581.58,C,C4,EXECUTIVE ASSISTANT,9 years,MORTGAGE,79000.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,MD,34.53,0.0,2001-06-01,,33.0,0.0,22519.0,18.6,72.0,w,0.0,0.0,14490.92,14490.92,8364.55,6126.37,2018-02-01,,,2019-03-01,0,0,Moyen,0.3164556962025316,14.499657768651607,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68537655,16800.0,, 60 months,12.88,381.23,C,C2,CEO,10+ years,MORTGAGE,118000.0,Not Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,MO,34.29,0.0,1997-06-01,,11.0,1.0,7849.0,24.1,46.0,w,7434.43,7434.43,14456.69,14456.69,9365.57,5091.12,2019-02-01,,2019-04-01,2017-11-01,0,0,Élevé,0.1423728813559322,18.49965776865161,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68446769,7000.0,, 36 months,7.49,217.72,A,A4,CARRIER,10+ years,MORTGAGE,59000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,MD,13.06,1.0,1996-10-01,,10.0,0.0,10467.0,24.2,34.0,w,0.0,0.0,7806.099471192901,7806.1,7000.0,806.1,2018-10-01,,,2019-03-01,0,0,Faible,0.1186440677966101,19.16495550992471,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68367011,21000.0,, 60 months,13.99,488.53,C,C4,RESIDENT PHYSICIAN,< 1 year,RENT,52000.0,Source Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,OH,14.47,0.0,2005-01-01,,5.0,0.0,20374.0,87.4,15.0,w,0.0,0.0,27285.807861269102,27285.81,21000.0,6285.81,2018-08-01,,,2019-03-01,0,0,Faible,0.4038461538461538,10.913073237508556,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68407301,27500.0,, 60 months,14.85,652.06,C,C5,MANAGER,10+ years,MORTGAGE,195000.0,Not Verified,2015-12-01,Fully Paid,other,Other,LA,6.79,0.0,2001-07-01,,14.0,0.0,34974.0,50.9,19.0,w,0.0,0.0,29753.17,29753.17,27500.0,2253.17,2016-08-01,,,2016-07-01,0,0,Élevé,0.141025641025641,14.417522245037643,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68356614,7200.0,, 36 months,11.48,237.36,B,B5,LEGAL ADMINISTRATIVE ASSISTANT,10+ years,MORTGAGE,72500.0,Verified,2015-12-01,Fully Paid,home_improvement,Home improvement,GA,8.47,0.0,2004-08-01,,5.0,0.0,5449.0,35.2,7.0,w,0.0,0.0,8253.8619255616,8253.86,7200.0,1053.86,2017-09-01,,,2019-02-01,0,0,Moyen,0.0993103448275862,11.331964407939768,10-20 ans,Risque modéré,2015,12,4,Hiver,10-15%
68426865,20000.0,, 36 months,14.85,691.84,C,C5,GM,6 years,RENT,110000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,IL,12.45,0.0,2007-06-01,,8.0,0.0,21374.0,84.5,12.0,w,0.0,0.0,24889.013358121,24889.01,20000.0,4889.01,2018-12-01,,,2018-12-01,0,0,Élevé,0.1818181818181818,8.501026694045175,5-10 ans,Risque moyen,2015,12,4,Hiver,10-15%
68476676,20000.0,, 36 months,15.77,700.88,D,D1,CLINICAL INTAKE,5 years,RENT,70000.0,Not Verified,2015-12-01,Fully Paid,house,Home buying,FL,22.21,0.0,2004-07-01,,24.0,0.0,19077.0,36.6,63.0,w,0.0,0.0,21780.5867830477,21780.59,20000.0,1780.59,2016-12-01,,,2019-03-01,0,0,Moyen,0.2857142857142857,11.416837782340862,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68566951,10000.0,, 60 months,17.97,253.78,D,D4,EDUCATOR,2 years,MORTGAGE,55000.0,Not Verified,2015-12-01,Charged Off,credit_card,Credit card refinancing,CO,35.7,0.0,2001-04-01,,14.0,0.0,38623.0,78.0,28.0,w,0.0,0.0,5558.2,5558.2,2687.15,2871.05,2017-11-01,,,2018-02-01,0,0,Faible,0.1818181818181818,14.666666666666666,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68615044,16000.0,, 60 months,13.99,372.21,C,C4,REGISTERED NURSE,9 years,MORTGAGE,142000.0,Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,CA,17.74,2.0,2004-10-01,,15.0,2.0,2273.0,39.9,19.0,w,7186.06,7186.06,14112.89,14112.89,8813.94,5298.95,2019-02-01,,2019-04-01,2019-03-01,0,0,Élevé,0.1126760563380281,11.16495550992471,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68527009,20000.0,, 36 months,9.8,643.47,B,B3,MANAGER,5 years,RENT,75000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,WA,23.45,0.0,1992-05-01,,14.0,0.0,7558.0,9.6,26.0,w,0.0,0.0,21918.8165025628,21918.82,20000.0,1918.82,2017-03-01,,,2019-03-01,0,0,Moyen,0.2666666666666666,23.58384668035592,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68547583,8650.0,, 36 months,5.32,260.5,A,A1,ASSOCIATE CONSULTANT,< 1 year,MORTGAGE,100000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,IN,7.28,0.0,2001-07-01,,15.0,0.0,7158.0,26.7,24.0,w,0.0,0.0,9263.8493330869,9263.85,8650.0,613.85,2017-12-01,,,2018-11-01,0,0,Moyen,0.0865,14.417522245037643,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68587709,21000.0,, 60 months,13.44,482.56,C,C3,TEACHER,2 years,RENT,54649.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,TX,12.14,0.0,1999-10-01,,9.0,1.0,1581.0,26.8,44.0,w,0.0,0.0,24473.2276218388,24473.23,21000.0,3473.23,2017-05-01,,,2019-03-01,0,0,Faible,0.3842705264506212,16.16700889801506,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68446771,7200.0,, 36 months,15.77,252.32,D,D1,BANK OFFICER SENIOR CUSTOMER CARE SPEC.,< 1 year,RENT,55000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,NY,17.35,0.0,2005-06-01,,24.0,1.0,5938.0,69.0,43.0,w,0.0,0.0,8894.319824248001,8894.32,7200.0,1694.32,2018-03-01,,,2018-02-01,0,0,Faible,0.1309090909090909,10.499657768651607,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
66796130,8800.0,, 36 months,9.8,283.13,B,B3,SALES REPRESENTATIVE/ AGENT,10+ years,MORTGAGE,92000.0,Source Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,MI,5.18,0.0,2001-11-01,,9.0,0.0,9195.0,76.6,24.0,w,0.0,0.0,9852.877877179,9852.88,8800.0,1052.88,2017-08-01,,,2017-08-01,0,0,Moyen,0.0956521739130434,14.080766598220396,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68617034,14650.0,, 60 months,20.5,392.23,E,E4,SENIOR SERVICE SPECIALIST,2 years,RENT,43160.0,Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,OH,21.44,0.0,2005-10-01,,12.0,0.0,11378.0,101.6,24.0,w,7142.25,7142.25,14908.17,14908.17,7507.75,7400.42,2019-03-01,,2019-04-01,2019-03-01,0,0,Faible,0.3394346617238183,10.165639972621491,10-20 ans,Risque très élevé,2015,12,4,Hiver,20-30%
68387134,2500.0,, 36 months,17.27,89.47,D,D3,TEACHER,10+ years,MORTGAGE,50000.0,Verified,2015-12-01,Fully Paid,other,Other,FL,17.6,3.0,2001-01-01,,7.0,0.0,732.0,31.1,22.0,w,0.0,0.0,3213.2994112426,3213.3,2500.0,713.3,2018-11-01,,,2019-02-01,0,0,Faible,0.05,14.913073237508556,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68566925,11000.0,, 36 months,9.17,350.67,B,B2,PRINTER,10+ years,MORTGAGE,69000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,OH,21.34,0.0,2004-09-01,,9.0,0.0,8137.0,84.8,18.0,w,0.0,0.0,12610.028752448,12610.03,11000.0,1610.03,2019-01-01,,,2018-12-01,0,0,Moyen,0.1594202898550724,11.247091033538672,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68516838,23850.0,, 60 months,17.27,596.21,D,D3,TEACHER,10+ years,OWN,68046.0,Not Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,VA,24.71,1.0,1993-09-01,,12.0,0.0,28220.0,91.3,33.0,f,11174.25,11174.25,22610.21,22610.21,12675.75,9934.46,2019-03-01,,2019-04-01,2019-03-01,0,0,Moyen,0.3504981923992593,22.24777549623545,20+ ans,Risque élevé,2015,12,4,Hiver,15-20%
68476697,15700.0,, 60 months,16.59,386.74,D,D2,TEACHER,6 years,MORTGAGE,48000.0,Not Verified,2015-12-01,Current,credit_card,Credit card refinancing,LA,29.13,0.0,2005-11-01,,19.0,0.0,15458.0,64.9,28.0,w,7292.63,7292.63,14659.94,14659.94,8407.37,6252.57,2019-02-01,,2019-04-01,2019-03-01,0,0,Faible,0.3270833333333333,10.080766598220396,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68566856,28800.0,, 60 months,11.99,640.5,C,C1,OFFICE MANAGER,10+ years,OWN,60000.0,Not Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,FL,18.01,0.0,1989-02-01,,21.0,0.0,18421.0,10.5,37.0,w,12593.27,12593.27,24291.04,24291.04,16206.73,8084.31,2019-02-01,,2019-04-01,2019-03-01,0,0,Faible,0.48,26.82819986310746,20+ ans,Risque moyen,2015,12,4,Hiver,10-15%
68543413,10000.0,, 36 months,12.88,336.37,C,C2,CONTRACT SPECIALIST,4 years,MORTGAGE,91392.0,Not Verified,2015-12-01,Fully Paid,house,Home buying,MO,9.44,0.0,2006-09-01,,13.0,0.0,6959.0,41.7,33.0,f,0.0,0.0,11316.8901896649,11316.89,10000.0,1316.89,2017-03-01,,,2018-12-01,0,0,Moyen,0.1094187675070028,9.24845995893224,5-10 ans,Risque moyen,2015,12,4,Hiver,10-15%
68366663,24000.0,, 60 months,9.8,507.58,B,B3,TEACHER,10+ years,OWN,77900.0,Not Verified,2015-12-01,Current,home_improvement,Home improvement,TN,10.24,0.0,1982-10-01,,9.0,0.0,3454.0,10.3,21.0,w,10182.57,10182.57,19255.37,19255.37,13817.43,5437.94,2019-02-01,,2019-04-01,2019-03-01,0,0,Moyen,0.3080872913992298,33.16632443531827,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68416916,28000.0,, 60 months,18.49,718.51,D,D5,ENGINEER,10+ years,MORTGAGE,75000.0,Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,IN,31.88,0.0,2002-10-01,,27.0,0.0,43413.0,51.9,46.0,w,0.0,0.0,39607.4518757083,39607.45,28000.0,11607.45,2018-10-01,,,2019-03-01,0,0,Moyen,0.3733333333333333,13.166324435318275,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
